LeadID,FirstName,LastName,EmailAddress,PhoneNumber,CompanyName,JobTitle,Industry,LeadStatus,LeadSource,Country,State_Province,PostalCode,AnnualRevenue,NumberOfEmployees,CompanySize,LeadRating,LeadScore,CampaignID,ProductInterest,CreatedDate,ConvertedDate,LastActivityDate,Description,Website,Region
NA-LEAD-000288,Robert,Davis,robert.davis@cloudsystems.co,,CloudSystems,Manager,Healthcare,,Cold Call,Mexico,IL,,3592334.0,2812.0,Medium,Hot,37.0,TECH-SUMMIT-2024,cloud suite,2023-10-28,,,Lead from web form,,North America
NA-LEAD-000289,Robert,Williams,robert.williams@innovatelab.net,3059179230,InnovateLab,Dir,Healthcare,Disqualified,LinkedIn,US,TX,,18478543.0,1207.0,Medium,Hot,11.0,Q42024WEB,Cloud Suite,2023-07-30,,2023-10-05,Lead from REFERRAL,www.innovatelab.com,North America
NA-LEAD-000290,Emily,Garcia,emily.garcia@futuretech.io,4525271779,FutureTech,VP Sales,Technology,Converted,Web Form,USA,WA,37784.0,18901175.0,835.0,Medium,Cold,62.0,TECH-SUMMIT-2024,Analytics,2024-09-08,2024-09-22,2024-09-20,Lead from REFERRAL,www.futuretech.com,North America
NA-LEAD-000291,Karen,Williams,karen.williams@smartsolutions.net,+1-593-289-2742,SmartSolutions,VP Sales,,Converted,web form,United States,CA,95767.0,13047145.0,818.0,11-50,C,38.0,q4-2024-webinar,cloud suite,2024-01-09,,2024-02-03,Lead from Cold Call,,North America
NA-LEAD-000292,Emily,Miller,EMILY.MILLER@example.co,(715) 222-3735,,Dir,Manufacturing,Converted,Cold Call,CA,CA,17968.0,46660353.0,3266.0,Large,C,9.0,HOLIDAY-PROMO-2024,cloud suite,2023-06-02,,2023-07-21,Lead from Partner,,North America
NA-LEAD-000293,James,Martinez,james@invalid,,DigitalFirst,manager,Finance,Converted,,,NY,38879.0,18119713.0,1411.0,201-1000,Hot,37.0,Q4-2024-WEBINAR,Security Suite,2023-02-28,2023-04-25,2023-04-04,Lead from Trade Show,www.digitalfirst.com,North America
NA-LEAD-000294,John,Anderson,JOHN.ANDERSON@innovatelab.io,7624703189,InnovateLab,VP Marketing,Retail & Consumer,New,Trade Show,Mexico,CA,11364.0,14815604.0,2301.0,51-200,warm,68.0,q4-2024-webinar,Analytics Platform,2023-03-07,,2023-06-03,Lead from REFERRAL,,North America
NA-LEAD-000295,William,Anderson,william.anderson@example.co,+1-943-644-7039,,VP Sales,Finance,Nurturing,Referral,,TX,33083.0,33018131.0,1487.0,1 to 10,warm,,HOLIDAY-PROMO-2024,Security Suite,2023-02-27,,2023-05-25,Lead from Referral,,North America
NA-LEAD-000296,Michael,Johnson,michael.johnson@futuretech.com,(221) 312-1222,FutureTech,Manager,Healthcare,,LinkedIn,United States,NY,,1005761.0,86.0,11-50,C,43.0,Q42024WEB,Analytics Platform,2023-05-18,,2023-07-18,Lead from Paid Ads,www.futuretech.com,North America
NA-LEAD-000297,David,Garcia,david.garcia@globalenterprises.com,+1-723-625-3323,GlobalEnterprises,Manager,Retail,Converted,Web Form,Canada,FL,56309.0,15258844.0,3161.0,1 to 10,Warm,14.0,HOLIDAY-PROMO-2024,Analytics Platform,2022-11-13,2023-01-21,2022-12-19,Lead from web form,www.globalenterprises.com,North America
NA-LEAD-000298,Sarah,Johnson,sarah.johnson@techcorp.io,+1-306-477-9179,TechCorp,Head of IT,Manufacturing,Converted,Referral,USA,,29482.0,9937427.0,3209.0,Large,W,14.0,,,2022-11-06,2023-04-09,2022-12-11,,www.techcorp.com,North America
NA-LEAD-000299,Michael,Williams,michael.williams@futuretech.io,,FutureTech,CEO,Tech,Converted,Partner,,FL,74566.0,15542723.0,4769.0,Medium,C,88.0,Q42024WEB,Integration Tools,2023-12-24,2024-06-19,2024-01-23,Lead from LinkedIn,www.futuretech.com,North America
NA-LEAD-000300,John,Garcia,john.garcia@example.net,+1-764-631-4973,,CEO,Retail,Contacted,Web Form,US,CA,28753.0,1868109.0,3489.0,Small,Hot,84.0,,Analytics Platform,2024-08-28,,2024-11-12,Lead from Web Form,,North America
NA-LEAD-000301,Michael,Garcia,michael.garcia@cloudsystems.co,9155068703,CloudSystems,VP Marketing,technology,Converted,Email Marketing,,,11731.0,10561422.0,,1 to 10,Hot,22.0,,Security Suite,2022-06-11,,,Lead from REFERRAL,www.cloudsystems.com,North America
NA-LEAD-000302,Jennifer,Rodriguez,jennifer.rodriguez@digitalfirst.co,+1-416-610-1917,DigitalFirst,CEO,Tech,Converted,Cold Call,,IL,71398.0,43901952.0,3126.0,51-200,Hot,82.0,EMAIL-NURTURE-SERIES,Integration Tools,2024-10-24,2024-12-04,2024-11-06,,www.digitalfirst.com,North America
NA-LEAD-000303,Karen,Garcia,karen@invalid,,TechCorp,CEO,Health Care,Converted,LinkedIn,USA,TX,84727.0,37931905.0,3973.0,1-10,Hot,39.0,Q4-2024-WEBINAR,Analytics,2023-05-06,2023-05-23,2023-06-25,Lead from Email Marketing,www.techcorp.com,North America
NA-LEAD-000304,Nancy,Garcia,NANCY.GARCIA@cloudsystems.net,6888001612,CloudSystems,CTO,Healthcare,Converted,Cold Call,,CA,22227.0,15640404.0,1163.0,51-200,C,93.0,,Analytics,2022-07-19,2022-11-25,2022-08-04,Lead from Email Marketing,www.cloudsystems.com,North America
NA-LEAD-000305,James,Smith,JAMES.SMITH@futuretech.co,+1-984-516-9964,FutureTech,Director,Finance,Converted,Referral,,NY,48745.0,18898355.0,2904.0,11-50,Warm,,Q42024WEB,cloud suite,2023-05-05,2023-05-25,2023-07-04,Lead from Paid Ads,www.futuretech.com,North America
NA-LEAD-000306,Michael,Johnson,michael.johnson@globalenterprises.net,(839) 521-7122,GlobalEnterprises,Director,,Disqualified,Partner,,FL,99463.0,,477.0,201-1000,C,,Q42024WEB,Analytics Platform,2022-03-23,,2022-04-12,Lead from Referral,,North America
NA-LEAD-000307,Karen,Davis,karen.davis@datainc.co,+1-536-266-6198,DataInc,Head of IT,Retail & Consumer,new,Paid Ads,Canada,WA,24984.0,2669084.0,3859.0,51-200,HOT,4.0,,,2023-12-16,,,Lead from Partner,www.datainc.com,North America
NA-LEAD-000308,Emily,Smith,emily.smith@innovatelab.com,+1-929-662-7876,InnovateLab,manager,Retail,,REFERRAL,CA,TX,22116.0,28858449.0,2442.0,51-200,HOT,53.0,EMAIL-NURTURE-SERIES,cloud suite,2022-02-16,,2022-03-08,Lead from Partner,www.innovatelab.com,North America
NA-LEAD-000309,Nancy,Martinez,nancy.martinez@futuretech.io,9519606185,FutureTech,Manager,Healthcare,Nurturing,Paid Ads,US,FL,24890.0,45327704.0,4275.0,1-10,W,16.0,q4-2024-webinar,cloud suite,2022-01-21,,2022-04-05,,,North America
NA-LEAD-000310,Emily,Miller,emily.miller@example.com,(509) 514-9226,,Director,technology,Nurturing,Paid Ads,,FL,56165.0,28678255.0,2761.0,11-50,Cold,47.0,HOLIDAY-PROMO-2024,Security Suite,2022-12-07,,2023-01-24,,,North America
NA-LEAD-000311,William,Taylor,william.taylor@futuretech.com,(708) 967-9924,FutureTech,Director,,Contacted,Paid Ads,,IL,97518.0,28328730.0,3734.0,Enterprise,H,,Q42024WEB,cloud suite,2023-08-04,,2023-09-17,Lead from Paid Ads,www.futuretech.com,North America
NA-LEAD-000312,Karen,Anderson,karen.anderson@futuretech.io,6248894957,FutureTech,Manager,Tech,Nurturing,Web Form,USA,CA,59074.0,34927033.0,4924.0,Small,,,,,2022-01-16,,2022-03-07,,www.futuretech.com,North America
NA-LEAD-000313,Karen,Smith,karen.smith@futuretech.net,+1-329-716-2939,FutureTech,Dir,TECH,,Partner,CA,,52258.0,6358935.0,,1-10,Cold,,q4-2024-webinar,Analytics Platform,2022-09-21,,2022-09-24,Lead from Cold Call,www.futuretech.com,North America
NA-LEAD-000314,William,Anderson,william.anderson@smartsolutions.co,4812843355,SmartSolutions,Manager,,Converted,web form,United States,CA,88105.0,,2156.0,51-200,Warm,,Q42024WEB,Analytics,2023-01-18,2023-04-05,2023-02-13,Lead from Paid Ads,www.smartsolutions.com,North America
NA-LEAD-000315,James,Johnson,james.johnson@globalenterprises.net,+1-382-875-1515,GlobalEnterprises,Director,Education,Converted,Email Marketing,,IL,10657.0,49874431.0,1006.0,201-1000,Hot,66.0,,Security Suite,2022-06-06,2022-08-26,2022-07-22,,,North America
NA-LEAD-000316,Sarah,Williams,sarah.williams@innovatelab.io,6789639123,InnovateLab,VP Marketing,Health Care,Qualified,Partner,Canada,NY,46842.0,7005139.0,4823.0,1000+,Cold,92.0,EMAIL-NURTURE-SERIES,,2022-06-20,,2022-08-13,Lead from Trade Show,www.innovatelab.com,North America
NA-LEAD-000317,Lisa,Johnson,lisa.johnson@futuretech.com,+1-619-500-9691,FutureTech,Head of IT,Tech,Converted,Web Form,United States,TX,66280.0,24107828.0,1772.0,1 to 10,,99.0,TECH-SUMMIT-2024,Analytics Platform,2024-05-29,2024-11-07,,Lead from Email Marketing,,North America
NA-LEAD-000318,Lisa,Garcia,lisa.garcia@innovatelab.com,8989748130,InnovateLab,Head of IT,Education,Nurturing,LinkedIn,Canada,CA,75359.0,,986.0,11-50,W,,TECH-SUMMIT-2024,,2022-05-16,,2022-05-18,,www.innovatelab.com,North America
NA-LEAD-000319,Karen,Martinez,,(740) 240-6527,TechCorp,Manager,Financial Services,Converted,Paid Ads,United States,,49452.0,23307887.0,4568.0,Small,W,50.0,TECH-SUMMIT-2024,cloud suite,2024-08-03,2024-11-15,2024-10-24,Lead from Referral,www.techcorp.com,North America
NA-LEAD-000320,Lisa,Johnson,lisa.johnson@techcorp.co,+1-941-577-9807,TechCorp,Manager,technology,Converted,Web Form,CA,,,,2170.0,Small,H,21.0,HOLIDAY-PROMO-2024,cloud suite,2023-04-04,,,Lead from Cold Call,www.techcorp.com,North America
NA-LEAD-000321,Karen,Miller,karen.miller@globalenterprises.io,(294) 470-5853,GlobalEnterprises,Director,Education,Nurturing,,Canada,WA,36986.0,5142855.0,503.0,201-1000,Hot,59.0,Q42024WEB,,2022-09-08,,,,,North America
NA-LEAD-000322,Lisa,Rodriguez,lisa.rodriguez@example.com,+1-572-594-8412,,Dir,Health Care,Disqualified,LinkedIn,MX,TX,,46154531.0,4738.0,1 to 10,Warm,,Q4-2024-WEBINAR,Analytics Platform,2023-10-04,,2023-12-01,,,North America
NA-LEAD-000323,John,Davis,john.davis@example.net,(541) 254-8230,,CTO,Education,Contacted,Referral,USA,WA,65389.0,12813749.0,4876.0,1000+,C,66.0,EMAIL-NURTURE-SERIES,Analytics Platform,2024-07-16,,2024-10-06,,,North America
NA-LEAD-000324,Jane,Brown,jane.brown@datainc.co,+1-951-908-5395,DataInc,,Retail,Disqualified,Cold Call,Canada,NY,88159.0,308498.0,,Enterprise,W,88.0,HOLIDAY-PROMO-2024,Security Suite,2022-04-19,,2022-04-27,,www.datainc.com,North America
NA-LEAD-000325,Jennifer,Williams,jennifer.williams@techcorp.com,,TechCorp,Dir,Technology,New,Paid Ads,Canada,FL,,38168625.0,2391.0,201-1000,C,96.0,HOLIDAY-PROMO-2024,Analytics Platform,2024-08-29,,,Lead from Email Marketing,www.techcorp.com,North America
NA-LEAD-000326,Nancy,Garcia,,(927) 541-9484,,Dir,Finance,Disqualified,Referral,CA,WA,93859.0,,1814.0,1 to 10,Cold,3.0,HOLIDAY-PROMO-2024,,2023-06-12,,2023-06-23,,,North America
NA-LEAD-000327,James,Anderson,james.anderson@datainc.io,(627) 482-6067,DataInc,CEO,Technology,new,web form,,WA,90264.0,,4652.0,Small,warm,,Q4-2024-WEBINAR,cloud suite,2023-07-15,,2023-08-02,Lead from Cold Call,www.datainc.com,North America
NA-LEAD-000328,David,Martinez,,+1-489-807-3022,,Manager,Finance,Converted,Trade Show,USA,FL,10084.0,,2330.0,Enterprise,C,,Q4-2024-WEBINAR,Cloud,2022-11-30,2023-02-14,,Lead from Partner,,North America
NA-LEAD-000329,Lisa,Johnson,lisa.johnson@digitalfirst.co,,DigitalFirst,CTO,Manufacturing,Converted,web form,CA,TX,98987.0,38900158.0,1644.0,1000+,Cold,25.0,TECH-SUMMIT-2024,Cloud,2023-03-25,2023-05-28,,Lead from REFERRAL,www.digitalfirst.com,North America
NA-LEAD-000330,Michael,Miller,michael.miller@futuretech.io,(630) 620-8557,FutureTech,Manager,Health Care,Converted,Web Form,MX,CA,90636.0,16383674.0,3066.0,51-200,C,37.0,Q4-2024-WEBINAR,,2022-07-16,2022-10-05,,Lead from Paid Ads,www.futuretech.com,North America
NA-LEAD-000331,Karen,Rodriguez,karen.rodriguez@globalenterprises.io,2623249369,GlobalEnterprises,Manager,technology,Converted,LinkedIn,,TX,74920.0,,1277.0,1000+,warm,0.0,Q42024WEB,cloud suite,2022-04-22,2022-10-06,2022-05-17,,,North America
NA-LEAD-000332,Lisa,Johnson,lisa.johnson@example.com,+1-695-388-4849,,manager,Manufacturing,Converted,web form,,,26147.0,42794469.0,,51-200,HOT,,q4-2024-webinar,Integration Tools,2022-07-18,2022-07-25,2022-08-24,,,North America
NA-LEAD-000333,Jane,Martinez,jane.martinez@globalenterprises.co,+1-323-777-7380,GlobalEnterprises,Manager,Retail & Consumer,,Trade Show,USA,WA,96139.0,2960971.0,2915.0,51-200,W,58.0,TECH-SUMMIT-2024,Cloud Suite,2024-01-23,,2024-03-08,Lead from None,,North America
NA-LEAD-000334,Nancy,Rodriguez,nancy.rodriguez@futuretech.co,4859805963,FutureTech,VP Marketing,Financial Services,Converted,REFERRAL,,FL,89408.0,38757319.0,4163.0,1 to 10,C,89.0,TECH-SUMMIT-2024,Analytics,2024-11-16,2025-02-15,2025-01-06,,,North America
NA-LEAD-000335,Nancy,Williams,nancy.williams@innovatelab.net,,InnovateLab,VP Marketing,TECH,new,Partner,United States,CA,25004.0,,3627.0,Small,Hot,41.0,Q4-2024-WEBINAR,cloud suite,2022-07-17,,2022-10-06,Lead from LinkedIn,,North America
NA-LEAD-000336,Jennifer,Davis,jennifer.davis@digitalfirst.com,4082343302,DigitalFirst,Manager,Education,Converted,Partner,,,,49087934.0,4336.0,Large,HOT,73.0,Q42024WEB,cloud suite,2023-04-07,2023-08-21,2023-05-22,Lead from None,www.digitalfirst.com,North America
NA-LEAD-000337,Richard,Johnson,richard.johnson@globalenterprises.com,+1-815-753-6421,GlobalEnterprises,Manager,Retail,Contacted,Trade Show,CA,FL,18906.0,10694007.0,622.0,Enterprise,HOT,78.0,,Cloud,2024-05-25,,2024-06-01,Lead from Referral,www.globalenterprises.com,North America
NA-LEAD-000338,David,Anderson,david.anderson@techcorp.net,9758792021,TechCorp,CEO,Finance,Converted,Referral,USA,NY,64557.0,41199659.0,4527.0,Large,Cold,5.0,Q4-2024-WEBINAR,Cloud Suite,2022-03-08,2022-06-02,2022-04-05,Lead from Partner,www.techcorp.com,North America
NA-LEAD-000339,Richard,Brown,richard.brown@techcorp.com,+1-984-586-3051,TechCorp,VP Marketing,technology,Converted,Partner,,TX,,,3022.0,Small,HOT,7.0,HOLIDAY-PROMO-2024,Integration Tools,2022-04-24,2022-06-14,,,www.techcorp.com,North America
NA-LEAD-000340,Richard,Rodriguez,richard.rodriguez@techcorp.net,(816) 870-5001,TechCorp,CTO,Healthcare,Nurturing,web form,MX,FL,96060.0,,4463.0,201-1000,W,45.0,Q42024WEB,Integration Tools,2022-01-31,,2022-03-10,Lead from None,,North America
NA-LEAD-000341,William,Brown,,,,Dir,Finance,Converted,Trade Show,United States,TX,78287.0,49888647.0,1015.0,Small,Cold,,HOLIDAY-PROMO-2024,cloud suite,2023-07-02,2023-07-29,2023-08-29,Lead from Web Form,,North America
NA-LEAD-000342,Jennifer,Smith,jennifer.smith@digitalfirst.co,,DigitalFirst,VP Marketing,Finance,Disqualified,Web Form,Canada,TX,96497.0,3607085.0,266.0,Enterprise,,77.0,Q42024WEB,Analytics,2023-07-24,,2023-08-26,Lead from web form,,North America
NA-LEAD-000343,John,Garcia,john.garcia@futuretech.io,,FutureTech,,Tech,New,web form,,NY,59976.0,16087137.0,134.0,1000+,warm,,HOLIDAY-PROMO-2024,Cloud,2024-05-25,,2024-07-14,,,North America
NA-LEAD-000344,David,Anderson,david.anderson@digitalfirst.co,(677) 237-6877,DigitalFirst,,,Converted,,Canada,FL,,18651954.0,4527.0,Small,Warm,33.0,Q42024WEB,Cloud,2022-01-26,2022-04-19,2022-03-30,,www.digitalfirst.com,North America
NA-LEAD-000345,Michael,Martinez,michael.martinez@techcorp.com,+1-931-465-5217,TechCorp,Manager,,Converted,Email Marketing,,WA,,7425837.0,,Large,Warm,30.0,HOLIDAY-PROMO-2024,Analytics,2023-04-22,,2023-07-18,Lead from REFERRAL,www.techcorp.com,North America
NA-LEAD-000346,David,Williams,david.williams@techcorp.co,+1-231-364-7034,TechCorp,Manager,Manufacturing,Converted,Cold Call,USA,CA,51039.0,49897690.0,4773.0,Small,HOT,74.0,Q4-2024-WEBINAR,Security Suite,2023-10-31,,2024-01-22,,,North America
NA-LEAD-000347,Emily,Martinez,emily.martinez@example.co,(524) 475-4195,,Dir,Manufacturing,Contacted,LinkedIn,Mexico,TX,57443.0,21226969.0,955.0,201-1000,W,52.0,TECH-SUMMIT-2024,Analytics Platform,2024-05-06,,2024-07-09,,,North America
NA-LEAD-000348,Sarah,Anderson,sarah.anderson@globalenterprises.net,(798) 881-3263,GlobalEnterprises,Dir,Manufacturing,,Trade Show,Mexico,NY,,33991716.0,4728.0,Large,HOT,58.0,Q4-2024-WEBINAR,Security Suite,2023-04-17,,,,www.globalenterprises.com,North America
NA-LEAD-000349,Jennifer,Taylor,jennifer.taylor@datainc.co,(611) 913-4955,DataInc,CTO,Financial Services,,Email Marketing,Mexico,IL,24125.0,3135850.0,,Small,W,80.0,EMAIL-NURTURE-SERIES,,2022-09-16,2022-09-27,2022-11-16,Lead from Cold Call,www.datainc.com,North America
NA-LEAD-000350,Lisa,Rodriguez,lisa.rodriguez@datainc.net,(991) 299-4805,DataInc,CTO,Finance,Converted,Email Marketing,USA,IL,78838.0,28734649.0,3156.0,Small,Cold,5.0,Q42024WEB,Integration Tools,2022-11-08,,2022-12-13,Lead from web form,www.datainc.com,North America
NA-LEAD-000351,Sarah,Jones,sarah.jones@cloudsystems.io,4378825565,CloudSystems,VP Sales,Financial Services,Converted,LinkedIn,,,32131.0,,4432.0,Enterprise,HOT,,Q42024WEB,Cloud Suite,2022-08-31,2022-10-28,2022-10-06,Lead from web form,www.cloudsystems.com,North America
NA-LEAD-000352,Jennifer,Rodriguez,JENNIFER.RODRIGUEZ@cloudsystems.io,+1-485-949-2908,CloudSystems,Head of IT,TECH,Converted,Referral,Canada,WA,,22604096.0,4211.0,1 to 10,Warm,40.0,Q4-2024-WEBINAR,,2024-07-18,2024-08-18,,Lead from None,www.cloudsystems.com,North America
NA-LEAD-000353,Karen,Rodriguez,karen.rodriguez@techcorp.net,+1-708-489-3159,TechCorp,CEO,,Converted,Referral,,,38074.0,,,Enterprise,HOT,4.0,EMAIL-NURTURE-SERIES,Cloud,2022-01-17,2022-03-15,2022-04-07,Lead from REFERRAL,www.techcorp.com,North America
NA-LEAD-000354,Robert,Anderson,robert.anderson@cloudsystems.io,+1-424-315-5706,CloudSystems,VP Marketing,Finance,Disqualified,Email Marketing,Canada,WA,33094.0,21501416.0,2857.0,Medium,Cold,61.0,Q42024WEB,cloud suite,2023-09-07,,2023-12-03,,,North America
NA-LEAD-000355,Robert,Brown,robert.brown@futuretech.co,+1-255-474-8954,FutureTech,CEO,Education,Converted,REFERRAL,USA,NY,39007.0,11275984.0,913.0,,,,,Cloud Suite,2022-05-05,,2022-05-07,Lead from Referral,www.futuretech.com,North America
NA-LEAD-000356,Sarah,Garcia,sarah.garcia@example.co,+1-365-582-6431,,VP Marketing,Retail,Nurturing,,Canada,CA,,,849.0,Enterprise,H,5.0,HOLIDAY-PROMO-2024,Cloud,2022-05-10,,2022-06-08,Lead from LinkedIn,,North America
NA-LEAD-000357,John,Jones,JOHN.JONES@datainc.com,9809507805,DataInc,Manager,Technology,Qualified,,US,CA,61265.0,40747273.0,2661.0,Medium,C,38.0,TECH-SUMMIT-2024,cloud suite,2024-02-13,,2024-03-17,Lead from web form,www.datainc.com,North America
NA-LEAD-000358,David,Miller,david.miller@datainc.net,,DataInc,VP Marketing,Education,Disqualified,,United States,FL,13262.0,15677010.0,3915.0,,Warm,42.0,HOLIDAY-PROMO-2024,Analytics Platform,2023-04-01,,,,www.datainc.com,North America
NA-LEAD-000359,Jennifer,Martinez,JENNIFER.MARTINEZ@innovatelab.net,(621) 518-6535,InnovateLab,VP Sales,Technology,Converted,Email Marketing,MX,,,37842662.0,4479.0,Large,,30.0,TECH-SUMMIT-2024,cloud suite,2022-06-21,2022-10-21,2022-08-25,Lead from Referral,www.innovatelab.com,North America
NA-LEAD-000360,James,Taylor,JAMES.TAYLOR@datainc.com,(374) 841-9594,DataInc,,Healthcare,Converted,,MX,FL,,,2230.0,Enterprise,,47.0,,Security Suite,2024-02-09,,,Lead from LinkedIn,www.datainc.com,North America
NA-LEAD-000361,Nancy,Garcia,nancy.garcia@example.net,6852106205,,VP Marketing,Healthcare,Nurturing,Cold Call,,CA,10734.0,12694617.0,778.0,Enterprise,W,7.0,,cloud suite,2023-05-30,,2023-06-07,Lead from None,,North America
NA-LEAD-000362,Emily,Garcia,emily.garcia@techcorp.co,(856) 875-4319,TechCorp,Director,Retail & Consumer,Converted,Cold Call,United States,WA,33373.0,6966721.0,4288.0,,H,98.0,Q42024WEB,Cloud,2023-01-30,2023-05-20,2023-04-18,Lead from Paid Ads,,North America
NA-LEAD-000363,John,Brown,john@invalid,+1-253-340-9383,InnovateLab,,Tech,Qualified,REFERRAL,,NY,25374.0,26490336.0,3168.0,Large,,66.0,TECH-SUMMIT-2024,Analytics Platform,2022-07-07,,2022-08-03,Lead from REFERRAL,www.innovatelab.com,North America
NA-LEAD-000364,Nancy,Williams,nancy.williams@futuretech.io,,FutureTech,,TECH,Disqualified,REFERRAL,Mexico,WA,90868.0,12916720.0,1476.0,1-10,HOT,67.0,HOLIDAY-PROMO-2024,Cloud Suite,2024-06-23,,2024-08-04,,www.futuretech.com,North America
NA-LEAD-000365,David,Rodriguez,david.rodriguez@techcorp.io,+1-785-231-8713,TechCorp,Dir,,Converted,Paid Ads,,TX,94875.0,7071757.0,,1-10,Cold,22.0,Q42024WEB,Security Suite,2023-07-14,2023-11-14,,Lead from Referral,,North America
NA-LEAD-000366,William,Taylor,william.taylor@techcorp.io,5249263772,TechCorp,Dir,technology,Converted,Email Marketing,,CA,62844.0,44910095.0,542.0,201-1000,C,,TECH-SUMMIT-2024,Analytics Platform,2023-10-06,2023-11-25,,,www.techcorp.com,North America
NA-LEAD-000367,Nancy,Rodriguez,nancy.rodriguez@futuretech.co,7796742444,FutureTech,Director,Financial Services,New,Cold Call,United States,TX,92132.0,11463935.0,1791.0,1 to 10,,92.0,HOLIDAY-PROMO-2024,Cloud,2022-12-21,,2023-03-13,Lead from LinkedIn,www.futuretech.com,North America
NA-LEAD-000368,Nancy,Williams,nancy.williams@digitalfirst.net,+1-404-381-5832,DigitalFirst,CTO,technology,Disqualified,Paid Ads,CA,CA,85850.0,43172207.0,1406.0,1-10,H,,,Integration Tools,2022-04-20,,2022-06-14,Lead from REFERRAL,www.digitalfirst.com,North America
NA-LEAD-000369,Emily,Garcia,emily.garcia@example.com,6863438655,,Dir,Education,Converted,Email Marketing,MX,WA,14436.0,7120457.0,74.0,51-200,H,43.0,q4-2024-webinar,Analytics Platform,2023-07-05,2023-09-10,,Lead from Cold Call,,North America
NA-LEAD-000370,Jennifer,Rodriguez,jennifer.rodriguez@cloudsystems.co,+1-582-815-6535,CloudSystems,,,new,Partner,CA,CA,40710.0,34121560.0,3498.0,1000+,H,20.0,,Security Suite,2022-02-14,,2022-05-01,Lead from None,,North America
NA-LEAD-000371,Lisa,Williams,lisa.williams@cloudsystems.io,+1-200-874-3416,CloudSystems,CEO,Healthcare,New,Trade Show,CA,CA,36649.0,48695836.0,4559.0,Small,Hot,44.0,Q4-2024-WEBINAR,cloud suite,2023-11-14,,2024-01-03,Lead from Paid Ads,www.cloudsystems.com,North America
NA-LEAD-000372,Karen,Davis,karen.davis@innovatelab.io,6348117452,InnovateLab,manager,Financial Services,Converted,Email Marketing,,WA,86864.0,,1469.0,201-1000,,64.0,Q42024WEB,Cloud Suite,2022-07-16,,2022-09-04,Lead from REFERRAL,,North America
NA-LEAD-000373,Jennifer,Brown,jennifer.brown@techcorp.io,2354677909,TechCorp,VP Sales,Healthcare,Converted,Partner,,,,23338918.0,840.0,1 to 10,H,1.0,HOLIDAY-PROMO-2024,Analytics,2023-03-09,,,Lead from REFERRAL,www.techcorp.com,North America
NA-LEAD-000374,Jennifer,Anderson,jennifer.anderson@futuretech.co,9295439765,FutureTech,Head of IT,Financial Services,Disqualified,Cold Call,MX,IL,98436.0,,,,warm,,Q42024WEB,cloud suite,2024-05-15,,2024-07-13,,,North America
NA-LEAD-000375,Jennifer,Davis,jennifer.davis@smartsolutions.com,+1-565-627-1287,SmartSolutions,,Education,Converted,Trade Show,USA,IL,,35752827.0,2046.0,51-200,Warm,16.0,q4-2024-webinar,Security Suite,2022-04-13,,2022-06-07,Lead from Email Marketing,www.smartsolutions.com,North America
NA-LEAD-000376,Nancy,Martinez,nancy.martinez@innovatelab.com,,InnovateLab,Director,Education,Converted,REFERRAL,CA,FL,34108.0,17337448.0,659.0,Medium,Warm,73.0,TECH-SUMMIT-2024,Cloud,2024-07-27,2024-08-06,2024-10-04,Lead from LinkedIn,www.innovatelab.com,North America
NA-LEAD-000377,John,Garcia,john.garcia@globalenterprises.com,,GlobalEnterprises,CTO,Manufacturing,,Web Form,MX,TX,,8808512.0,3798.0,,,,HOLIDAY-PROMO-2024,Cloud Suite,2023-03-17,,2023-04-14,,,North America
NA-LEAD-000378,Nancy,Martinez,nancy.martinez@globalenterprises.io,(655) 355-8568,GlobalEnterprises,,Retail,Converted,,US,WA,62813.0,,653.0,1 to 10,W,44.0,Q4-2024-WEBINAR,Integration Tools,2024-05-11,,2024-07-17,Lead from Trade Show,www.globalenterprises.com,North America
NA-LEAD-000379,Jennifer,Anderson,jennifer.anderson@globalenterprises.com,+1-961-702-4845,GlobalEnterprises,VP Marketing,Health Care,Converted,Cold Call,MX,IL,26186.0,,916.0,,warm,,HOLIDAY-PROMO-2024,,2022-03-02,2022-08-09,2022-04-16,Lead from Partner,www.globalenterprises.com,North America
NA-LEAD-000380,David,Garcia,david.garcia@smartsolutions.co,(660) 360-3910,SmartSolutions,VP Marketing,Manufacturing,Converted,Web Form,,,70820.0,45958961.0,3150.0,,H,52.0,HOLIDAY-PROMO-2024,Cloud Suite,2022-08-05,,2022-08-22,Lead from None,www.smartsolutions.com,North America
NA-LEAD-000381,Lisa,Martinez,LISA.MARTINEZ@futuretech.io,8695989377,FutureTech,CEO,Healthcare,Converted,Paid Ads,Mexico,WA,32965.0,47934696.0,2653.0,51-200,warm,,Q4-2024-WEBINAR,Integration Tools,2022-02-16,2022-07-12,2022-04-15,,www.futuretech.com,North America
NA-LEAD-000382,Emily,Williams,EMILY.WILLIAMS@globalenterprises.com,+1-893-616-9515,GlobalEnterprises,,Tech,Converted,Referral,MX,NY,80430.0,,4385.0,1-10,W,92.0,Q4-2024-WEBINAR,Cloud,2024-10-21,,2024-10-26,Lead from None,www.globalenterprises.com,North America
NA-LEAD-000383,Jennifer,Miller,jennifer.miller@datainc.net,3454488906,DataInc,CEO,Manufacturing,Converted,Referral,Mexico,WA,70062.0,33089169.0,2139.0,Small,warm,42.0,Q42024WEB,cloud suite,2022-08-01,2022-12-28,2022-10-12,,,North America
